Product Name,Launch Date(s),Product Hunt URL,Official Website,Founder Name(s),Founder Evidence Type,Contact Email(s),Founder Source Links,Email Source Links,Notes
Bo AI,2026-7-29,https://www.producthunt.com/products/bo-ai,https://www.getbo.com,Diksha Giri; Brandon Turp,Product Hunt public launch-team/maker names; founder title not independently verified,support@getbo.com,https://www.producthunt.com/products/bo-ai,https://getbo.com/support,
Totem,2026-7-29,https://www.producthunt.com/products/totem-5,https://chromewebstore.google.com/detail/twitter-x-bookmarks-on-ne/acpkgdfhoaalmnhjifhneghcgfnjkglo,Ankit,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/totem-5,https://chromewebstore.google.com/detail/twitter-x-bookmarks-on-ne/acpkgdfhoaalmnhjifhneghcgfnjkglo,No qualifying public business/contact email was found on the crawled official-site pages.
MemoryCustodian,2026-7-29,https://www.producthunt.com/products/memorycustodian,https://github.com/waittim/MemoryCustodian,Zekun Wang,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/memorycustodian,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
Task Monki,2026-7-29,https://www.producthunt.com/products/task-monki,https://www.monki.work/,Rojhat Toptamus,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/task-monki,https://www.monki.work/,No qualifying public business/contact email was found on the crawled official-site pages.
CellCog,2026-7-29,https://www.producthunt.com/products/cellcog,https://cellcog.ai/producthunt?utm_source=producthunt&utm_medium=launch&utm_campaign=launch_jul29,Cellcog; Nitish Garg,Product Hunt public launch-team/maker names; founder title not independently verified,support@cellcog.ai,https://www.producthunt.com/products/cellcog,https://cellcog.ai/contact; https://cellcog.ai/support; https://cellcog.ai/ai-employees/ai-customer-support-agent; https://cellcog.ai/ai-employees/for-real-estate-teams,
AgentQuartz,2026-7-29,https://www.producthunt.com/products/agentquartz,https://agentquartz.vercel.app,Marco Calderon,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/agentquartz,https://agentquartz.vercel.app,No qualifying public business/contact email was found on the crawled official-site pages.
Epilude,2026-7-29,https://www.producthunt.com/products/epilude,https://epilude.com,Mark Mason; Gustav Ek,Product Hunt public launch-team/maker names; founder title not independently verified,support@epilude.com,https://www.producthunt.com/products/epilude,https://www.epilude.com/help,
BlackFlare,2026-7-29,https://www.producthunt.com/products/blackflare,https://blackflare.dev,The Black Flagger,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/blackflare,https://blackflare.dev/contact,No qualifying public business/contact email was found on the crawled official-site pages.
SceneNote,2026-7-29,https://www.producthunt.com/products/scenenote-free-video-feedback-tool,https://scenenote.visual-tone.com/,Bryn North; Kiril Dobrev,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/scenenote-free-video-feedback-tool,https://scenenote.visual-tone.com/contact; https://scenenote.visual-tone.com/contact-us; https://scenenote.visual-tone.com/about; https://scenenote.visual-tone.com/about-us; https://scenenote.visual-tone.com/team; https://scenenote.visual-tone.com/company; https://scenenote.visual-tone.com/support; https://scenenote.visual-tone.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
JusTTY,2026-7-29,https://www.producthunt.com/products/justty,https://github.com/0x96f/justty,Filip,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/justty,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
ResumizeAI,2026-7-29,https://www.producthunt.com/products/resumizeai,https://resumize.ai/,Hamza Hassan,Product Hunt public launch-team/maker names; founder title not independently verified,hey@resumize.ai,https://www.producthunt.com/products/resumizeai,https://resumize.ai/,
Context.dev,2026-7-2,https://www.producthunt.com/products/context-dev,https://context.dev,Beer van der Drift; Nikhil Radosevich; Yahia Bakour,Product Hunt public launch-team/maker names; founder title not independently verified,hello@context.dev; hi@context.dev; yahia@context.dev,https://www.producthunt.com/products/context-dev,https://www.context.dev/contact; https://www.context.dev/blog/sitegpt-scrapes-websites-to-power-ai-support-chatbots-with-context-dev,
Fypro,2026-7-2,https://www.producthunt.com/products/fypro,https://www.fypro.ai?utm_source=ph&utm_medium=mkt&utm_campaign=visitwebsite,Christy Chen; Fiala; Ching,Product Hunt public launch-team/maker names; founder title not independently verified,support@fypro.ai,https://www.producthunt.com/products/fypro,https://www.fypro.ai?utm_source=ph&utm_medium=mkt&utm_campaign=visitwebsite,
EasyAR Mega,2026-7-2,https://www.producthunt.com/products/easyar-mega,https://www.easyar.com/mega,Xiaojun Zhang; jiangmi; Yue,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/easyar-mega,https://www.easyar.com/mega,No qualifying public business/contact email was found on the crawled official-site pages.
PixFit,2026-7-2,https://www.producthunt.com/products/pixfit,https://pixfit.ai,Sebastián Sušnik; Gon Varela; Lorenzo Ussher,Product Hunt public launch-team/maker names; founder title not independently verified,contact@pixfit.ai; sales@pixfit.ai,https://www.producthunt.com/products/pixfit,https://pixfit.ai/contact; https://pixfit.ai/contact-us; https://pixfit.ai/about; https://pixfit.ai/about-us; https://pixfit.ai/team; https://pixfit.ai/company; https://pixfit.ai/support; https://pixfit.ai/help,
Needle,2026-7-2,https://www.producthunt.com/products/needle-3,https://needle.app,Jan Heimes; Onur Oruc; Maurice,Product Hunt public launch-team/maker names; founder title not independently verified,support@needle.app,https://www.producthunt.com/products/needle-3,https://needle.app/about,
Macro,2026-7-2,https://www.producthunt.com/products/macro-workspace,https://macro.com,Mark Evgenev,Official website founder-role or founded-by evidence,,https://macro.com; https://www.producthunt.com/products/macro-workspace,https://macro.com,No qualifying public business/contact email was found on the crawled official-site pages.
Solaris,2026-7-2,https://www.producthunt.com/products/build-club,https://www.buildclub.ai,Vivien Chen; Daniel Han; Annie Liao; Dear Builder; Privacy Policy Terms,Official website founder-role or founded-by evidence,,https://www.buildclub.ai; https://www.producthunt.com/products/build-club,https://www.buildclub.ai,No qualifying public business/contact email was found on the crawled official-site pages.
Banger Mail,2026-7-2,https://www.producthunt.com/products/banger-mail,https://bangermail.com,Luiz Barcelos; Tiago Loureiro,Product Hunt public launch-team/maker names; founder title not independently verified,hello@team.bangermail.com,https://www.producthunt.com/products/banger-mail,https://bangermail.com/about/,
Sidedoor,2026-7-2,https://www.producthunt.com/products/sidedoor-2,https://happenstance.ai/sidedoor,Jerry Feng,Product Hunt public launch-team/maker names; founder title not independently verified,security@happenstance.ai,https://www.producthunt.com/products/sidedoor-2,https://happenstance.ai/contact; https://happenstance.ai/login?redirect_url=https%3A%2F%2Fhappenstance.ai%2Fcontact-us; https://happenstance.ai/login?redirect_url=https%3A%2F%2Fhappenstance.ai%2Fabout; https://happenstance.ai/login?redirect_url=https%3A%2F%2Fhappenstance.ai%2Fabout-us; https://happenstance.ai/login?redirect_url=https%3A%2F%2Fhappenstance.ai%2Fteam; https://happenstance.ai/login?redirect_url=https%3A%2F%2Fhappenstance.ai%2Fcompany; https://happenstance.ai/login?redirect_url=https%3A%2F%2Fhappenstance.ai%2Fsupport; https://happenstance.ai/login?redirect_url=https%3A%2F%2Fhappenstance.ai%2Fhelp,
PieterPost MCP,2026-7-2,https://www.producthunt.com/products/pieter-post,https://www.pieterpost.com,Pieter Post,Product Hunt public launch-team/maker names; founder title not independently verified,pieter@pieterpost.com,https://www.producthunt.com/products/pieter-post,https://pieterpost.com/en/about/,
Flowly,2026-7-2,https://www.producthunt.com/products/flowly-6,https://www.useflowlyapp.com,Gökdeniz Demir; Berke Toprak; Hakan,Product Hunt public launch-team/maker names; founder title not independently verified,contact@nocetic.com; legal@nocetic.com,https://www.producthunt.com/products/flowly-6,https://www.useflowlyapp.com,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Macuse,2026-7-2,https://www.producthunt.com/products/macuse,https://macuse.app,Yuexun Jiang,Product Hunt public launch-team/maker names; founder title not independently verified,support@macuse.app,https://www.producthunt.com/products/macuse,https://macuse.app,
scritty,2026-7-2,https://www.producthunt.com/products/scritty,https://scritty.dev,scritty,Product Hunt public launch-team/maker names; founder title not independently verified,hello@scritty.dev,https://www.producthunt.com/products/scritty,https://scritty.dev,
html.contact,2026-7-2,https://www.producthunt.com/products/html-contact,https://html.contact,Adam Albastov,Official website founder-role or founded-by evidence,support@html.contact,https://html.contact; https://www.producthunt.com/products/html-contact,https://html.contact/; https://html.contact/contact/,
adsideō,2026-7-2,https://www.producthunt.com/products/adsideo,https://adsideo.ai,Harshal Chaudhary,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/adsideo,https://adsideo.ai,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
Quick Sub 2: Video Subtitling,2026-7-2,https://www.producthunt.com/products/quick-sub-2-video-subtitling,https://apps.apple.com/us/app/quick-sub-2-subtitle-movie/id6783561492,Señor Tomato,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/quick-sub-2-video-subtitling,https://apps.apple.com/us/app/quick-sub-2-subtitle-movie/id6783561492,No qualifying public business/contact email was found on the crawled official-site pages.
SKI,2026-7-30,https://www.producthunt.com/products/ski,https://heyski.io/,Rohan Chaubey; Anoop Balakrishnan; John,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/ski,https://heyski.io/,No qualifying public business/contact email was found on the crawled official-site pages.
Memmy Agent,2026-7-30,https://www.producthunt.com/products/memmy,https://memmy.bot/,Pema; Grace; ZongYue,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/memmy,https://memmy.bot/contact; https://memmy.bot/contact-us; https://memmy.bot/about; https://memmy.bot/about-us; https://memmy.bot/team; https://memmy.bot/company; https://memmy.bot/support; https://memmy.bot/help,No qualifying public business/contact email was found on the crawled official-site pages.
Claude Code usage tracking by LangWatch,2026-7-30,https://www.producthunt.com/products/langwatch,https://langwatch.ai/,Manouk Draisma; Alexander Forbes-Reed; Andrew Joia,Product Hunt public launch-team/maker names; founder title not independently verified,contact@langwatch.ai,https://www.producthunt.com/products/langwatch,https://langwatch.ai/contact; https://langwatch.ai/contact-us; https://langwatch.ai/about; https://langwatch.ai/about-us; https://langwatch.ai/team; https://langwatch.ai/company; https://langwatch.ai/support; https://langwatch.ai/help; https://langwatch.ai/llm-red-teaming; https://langwatch.ai/scenario/advanced/red-teaming/,
AI Search Console,2026-7-30,https://www.producthunt.com/products/ai-search-console,https://search-console.ai,Stepan Solodnev; Aleksey Marakhin; Ilia Evseev,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/ai-search-console,https://search-console.ai,No qualifying public business/contact email was found on the crawled official-site pages.
NINA,2026-7-30,https://www.producthunt.com/products/agenq-nina-ai-product-assistant,https://agenq.com/nina/,Himanshu Agnihotri; Arghya Mondal; Nicholas Chan,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/agenq-nina-ai-product-assistant,https://agenq.com/nina/,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
Pally,2026-7-30,https://www.producthunt.com/products/pally,https://pally.com,Grace Lin,Official website founder-role or founded-by evidence,,https://pally.com; https://www.producthunt.com/products/pally,https://pally.com,No qualifying public business/contact email was found on the crawled official-site pages.
Greplica,2026-7-30,https://www.producthunt.com/products/greplica,https://github.com/Autoloops/greplica,Anirudh Anil Ojha; Kushal Patil,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/greplica,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
Caimera,2026-7-30,https://www.producthunt.com/products/caimera-2,https://www.caimera.ai,Pranit Naik; Manas Upadhyay; Kirti Poonia,Product Hunt public launch-team/maker names; founder title not independently verified,contact@caimera.ai,https://www.producthunt.com/products/caimera-2,https://www.caimera.ai/contact-us,
Expert Chase for iOS & Android,2026-7-30,https://www.producthunt.com/products/expert-chase-deleted-1107920,https://www.expertchase.com,Yair Cohen,Product Hunt public launch-team/maker names; founder title not independently verified,support@expertchase.com,https://www.producthunt.com/products/expert-chase-deleted-1107920,https://www.expertchase.com,
CraftStory,2026-7-30,https://www.producthunt.com/products/craftstory,https://craftstory.com,Victor Eruhimov; Alexander Shishkov,Product Hunt public launch-team/maker names; founder title not independently verified,support@craftstory.com,https://www.producthunt.com/products/craftstory,https://craftstory.com/about/; https://craftstory.com/contacts/,
Focus Room,2026-7-30,https://www.producthunt.com/products/focus-room,https://focusroom.club/,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/focus-room,https://focusroom.club/,No qualifying public business/contact email was found on the crawled official-site pages.
agentOS,2026-7-30,https://www.producthunt.com/products/agentos-3,https://agentos-sdk.dev/,Nathan Flurry; Nicholas Kissel,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/agentos-3,https://agentos-sdk.dev/,No qualifying public business/contact email was found on the crawled official-site pages.
Yap,2026-7-30,https://www.producthunt.com/products/yap-5,https://frigade.com/yap,Venture Capital Guillermo Rauch; Glean Paul Klein IV; Deel Aatif Awan,Official website founder-role or founded-by evidence,,https://frigade.com/yap; https://www.producthunt.com/products/yap-5,https://frigade.com/about,No qualifying public business/contact email was found on the crawled official-site pages.
tablo,2026-7-30,https://www.producthunt.com/products/tablo-a-desktop-cat-widget,https://tablo.unravel.tech/,Mitul Sheth,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/tablo-a-desktop-cat-widget,https://tablo.unravel.tech/,No qualifying public business/contact email was found on the crawled official-site pages.
Laxis,2026-7-30,https://www.producthunt.com/products/laxis-2,https://www.laxis.com,Eric Xiao,Official website founder-role or founded-by evidence,,https://www.laxis.com; https://www.producthunt.com/products/laxis-2,https://www.laxis.com/contact/; https://www.laxis.com/about-us/,No qualifying public business/contact email was found on the crawled official-site pages.
Premation,2026-7-30,https://www.producthunt.com/products/premation,https://premation.com,Jon,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/premation,https://premation.com,No qualifying public business/contact email was found on the crawled official-site pages.
AllPros,2026-7-30,https://www.producthunt.com/products/allpros,https://allpros.io,amit zandberg,Product Hunt public launch-team/maker names; founder title not independently verified,admin@allpros.io; min@allpros.io,https://www.producthunt.com/products/allpros,https://allpros.io/contact,
MiniMax H3,2026-7-31,https://www.producthunt.com/products/minimax,https://www.minimax.io/about,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,api@minimax.io,https://www.producthunt.com/products/minimax,https://www.minimax.io/about; https://platform.minimax.io/contact-us,
Cleanlist AI,2026-7-31,https://www.producthunt.com/products/cleanlist-ai,https://www.cleanlist.ai,Levon Adamyan; Sal Anvarov; Victor Paraschiv,Official website founder-role or founded-by evidence,support@cleanlist.ai; levon@cleanlist.ai,https://www.cleanlist.ai; https://www.producthunt.com/products/cleanlist-ai,https://www.cleanlist.ai/about-us; https://www.cleanlist.ai/tools/contact-finder; https://www.cleanlist.ai/use-cases/sales-teams,
mectrics,2026-7-31,https://www.producthunt.com/products/mectrics,https://mectrics.app,Faruk KAMÇICI,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/mectrics,https://mectrics.app,No qualifying public business/contact email was found on the crawled official-site pages.
Poth Labs,2026-7-31,https://www.producthunt.com/products/poth-labs,https://pothlabs.com,Matthew Wong; Mojmir Horvath,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/poth-labs,https://pothlabs.com/contact; https://pothlabs.com/about,No qualifying public business/contact email was found on the crawled official-site pages.
Halo by Scam AI,2026-7-31,https://www.producthunt.com/products/scam-ai,https://www.scam.ai,Kidus Zewde; Yuchen; Yuxin Zhang,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/scam-ai,https://scam.ai/contact; https://scam.ai/company; https://scam.ai/company/about; https://scam.ai/company/team,No qualifying public business/contact email was found on the crawled official-site pages.
DepthData,2026-7-31,https://www.producthunt.com/products/depthdata,https://depthdata.vercel.app/,Ali Uyanik,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/depthdata,https://depthdata.vercel.app/,No qualifying public business/contact email was found on the crawled official-site pages.
witr,2026-7-31,https://www.producthunt.com/products/witr,https://github.com/pranshuparmar/witr,Pranshu Parmar,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/witr,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
Polygres,2026-7-31,https://www.producthunt.com/products/polygres,https://polygres.com,Dalton Prescott; Dale Everett,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/polygres,https://polygres.com/about,No qualifying public business/contact email was found on the crawled official-site pages.
Mubert API,2026-7-31,https://www.producthunt.com/products/mubert,https://mubert.com,Daniel Kharl; Vadim Baryshev; Igor Duke,Product Hunt public launch-team/maker names; founder title not independently verified,business@mubert.com,https://www.producthunt.com/products/mubert,https://mubert.com/contact; https://mubert.com/about-us,
Gemini Robotics 2,2026-7-31,https://www.producthunt.com/products/gemini-robotics-2,https://deepmind.google/blog/gemini-robotics-2-brings-whole-body-intelligence-to-robots/,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/gemini-robotics-2,https://deepmind.google/about/,No qualifying public business/contact email was found on the crawled official-site pages.
Screencap,2026-7-31,https://www.producthunt.com/products/screencap,https://screencap.sh/,yogesh shahi; Rute Figueiredo,Product Hunt public launch-team/maker names; founder title not independently verified,team@screencap.sh,https://www.producthunt.com/products/screencap,https://screencap.sh/,
TraceLLM,2026-7-31,https://www.producthunt.com/products/tracellm,https://tracellm.in/,Jyotishmoy Deka,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/tracellm,https://tracellm.in/contact; https://tracellm.in/contact-us; https://tracellm.in/about; https://tracellm.in/about-us; https://tracellm.in/team; https://tracellm.in/company; https://tracellm.in/support; https://tracellm.in/help,No qualifying public business/contact email was found on the crawled official-site pages.
VulX Watch,2026-7-31,https://www.producthunt.com/products/vulx-watch-launch,https://vulx.ai,Minh Danh Ngo,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/vulx-watch-launch,https://vulx.ai,No qualifying public business/contact email was found on the crawled official-site pages.
Nommer.ai,2026-7-31,https://www.producthunt.com/products/nommer-ai,https://nommer.ai,Garm Lucassen,Product Hunt public launch-team/maker names; founder title not independently verified,support@nommer.ai; nommer@nommer.ai,https://www.producthunt.com/products/nommer-ai,https://nommer.ai/about; https://nommer.ai/support,
IslamIQ,2026-7-31,https://www.producthunt.com/products/islamiq,https://islamiq.co.uk,Ahmer Mumtaz,Official website founder-role or founded-by evidence,,https://islamiq.co.uk; https://www.producthunt.com/products/islamiq,https://islamiq.co.uk/contact; https://islamiq.co.uk/about,No qualifying public business/contact email was found on the crawled official-site pages.
Ctrl+Shift+3,2026-7-31,https://www.producthunt.com/products/ctrl-shift-3,https://ctrlshift3.com,Billy Wilcosky,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/ctrl-shift-3,https://ctrlshift3.com/contact; https://ctrlshift3.com/about,No qualifying public business/contact email was found on the crawled official-site pages.
Tamamon,2026-7-3,https://www.producthunt.com/products/tamamon-a-tiny-desktop-pet-that-grows,https://www.tamamons.com,Jason Jeong,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/tamamon-a-tiny-desktop-pet-that-grows,https://www.tamamons.com,No qualifying public business/contact email was found on the crawled official-site pages.
Goals from Loops,2026-7-3,https://www.producthunt.com/products/loops,https://loops.so,Chris Frantz; Adam Kaczmarek,Official website founder-role or founded-by evidence,support@loops.so,https://loops.so; https://www.producthunt.com/products/loops,https://loops.so/about; https://loops.so/docs/api-reference/examples/contacts; https://loops.so/docs/contacts/properties,
Archify,2026-7-3,https://www.producthunt.com/products/archify,https://archify.salahxd.dev,Mohd Salahudeen,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/archify,https://archify.salahxd.dev,No qualifying public business/contact email was found on the crawled official-site pages.
Pixel Machha,2026-7-3,https://www.producthunt.com/products/pixel-machha,https://pixelmachha.com,Sumanth Bettadapura,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/pixel-machha,https://pixelmachha.com/contact; https://pixelmachha.com/contact-us; https://pixelmachha.com/about; https://pixelmachha.com/about-us; https://pixelmachha.com/team; https://pixelmachha.com/company; https://pixelmachha.com/support; https://pixelmachha.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
nxt,2026-7-3,https://www.producthunt.com/products/nxt-talk-to-your-to-do-list,https://nxt.do,Heather Perkins,Product Hunt public launch-team/maker names; founder title not independently verified,support@nxt.do,https://www.producthunt.com/products/nxt-talk-to-your-to-do-list,https://nxt.do,
Vox,2026-7-3,https://www.producthunt.com/products/vox-5,https://aasis21.github.io/vox,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/vox-5,https://aasis21.github.io/vox,No qualifying public business/contact email was found on the crawled official-site pages.
Notta Desktop - Privacy Mode,2026-7-3,https://www.producthunt.com/products/notta-desktop-private-transcription,https://www.notta.ai/en/features/privacy-mode?utm_source=ProductHunt&utm_medium=referral&utm_campaign=privacy_mode_20260703,Ryan; Daniel,Product Hunt public launch-team/maker names; founder title not independently verified,contact@notta.ai,https://www.producthunt.com/products/notta-desktop-private-transcription,https://www.notta.ai/contact; https://www.notta.ai/about; https://www.notta.ai/company; https://www.notta.ai/en/integrations/microsoft-teams; https://www.notta.ai/en/about; https://www.notta.ai/en/tools/microsoft-teams-recorder,
SaaS Dummies,2026-7-3,https://www.producthunt.com/products/saas-dummies-2,https://saasdummies.com,Neelam Naik; Keegan Fonte,Product Hunt public launch-team/maker names; founder title not independently verified,support@saasdummies.com,https://www.producthunt.com/products/saas-dummies-2,https://saasdummies.com/support,
Comparoo,2026-7-3,https://www.producthunt.com/products/comparoo,https://getcomparoo.com/?utm_source=producthunt&utm_medium=cta&utm_campaign=ph&utm_content=1,Vidhya S,Product Hunt public launch-team/maker names; founder title not independently verified,support@comparoo.com,https://www.producthunt.com/products/comparoo,https://getcomparoo.com/contact; https://getcomparoo.com/contact-us; https://getcomparoo.com/about; https://getcomparoo.com/about-us; https://getcomparoo.com/team; https://getcomparoo.com/company; https://getcomparoo.com/support; https://getcomparoo.com/help,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
OneShots,2026-7-3,https://www.producthunt.com/products/oneshots,https://oneshots.cc,Tom; callmeye; Sam.Zhang,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/oneshots,https://oneshots.cc,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
JoJo Days,2026-7-3,https://www.producthunt.com/products/jojo-days,https://jojodays.com,Vamsi Rao; Sushrut Khandelwal,Product Hunt public launch-team/maker names; founder title not independently verified,support@jojodays.com,https://www.producthunt.com/products/jojo-days,https://jojodays.com,
Subhive,2026-7-3,https://www.producthunt.com/products/subhive,https://www.subhive.in,Philson Philip,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/subhive,https://www.subhive.in,No qualifying public business/contact email was found on the crawled official-site pages.
"Alvoff Inference - Fast, cheap STT · TTS",2026-7-3,https://www.producthunt.com/products/alvoff-inference-fast-cheap-stt-tts,https://inference.alvoff.ai,Ronald Wilson,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/alvoff-inference-fast-cheap-stt-tts,https://inference.alvoff.ai/contact; https://inference.alvoff.ai/contact-us; https://inference.alvoff.ai/about; https://inference.alvoff.ai/about-us; https://inference.alvoff.ai/team; https://inference.alvoff.ai/company; https://inference.alvoff.ai/support; https://inference.alvoff.ai/help,No qualifying public business/contact email was found on the crawled official-site pages.
Lightfield,2026-7-3; 2026-8-3; 2026-8-18,https://www.producthunt.com/products/lightfield,https://lightfield.app,Pete Nichols; Ves Stoyanov; Keith Peiris,Product Hunt public launch-team/maker names; founder title not independently verified,security@lightfield.app; support@lightfield.app,https://www.producthunt.com/products/lightfield,https://lightfield.app/company; https://lightfield.app/support,
AISight,2026-7-3,https://www.producthunt.com/products/aisight,https://aisight.thearchon.eu,Dimitris Mikedis,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/aisight,https://aisight.thearchon.eu,No qualifying public business/contact email was found on the crawled official-site pages.
SyncBooster,2026-7-3,https://www.producthunt.com/products/syncbooster,https://syncbooster.pl,Daniel Siwek; Michał Rowiński,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/syncbooster,https://syncbooster.pl,No qualifying public business/contact email was found on the crawled official-site pages.
URLyte,2026-7-3,https://www.producthunt.com/products/urlyte,https://urlyte.com,Sonu Singla,Product Hunt public launch-team/maker names; founder title not independently verified,sales@urlyte.com; support@urlyte.com; tech@urlyte.com,https://www.producthunt.com/products/urlyte,https://urlyte.com/contact; https://urlyte.com/about; https://urlyte.com/url-shortener-for-teams,
Vida,2026-7-4,https://www.producthunt.com/products/vida-5,https://vida.app,eren cai; Calvin Xiao; Giddens,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/vida-5,https://vida.app,No qualifying public business/contact email was found on the crawled official-site pages.
PhoneDeck,2026-7-4,https://www.producthunt.com/products/phonedeck,https://phonedeck.io,Vansh Parihar,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/phonedeck,https://phonedeck.io,No qualifying public business/contact email was found on the crawled official-site pages.
ChecklistFox,2026-7-4,https://www.producthunt.com/products/checklistfox,https://checklistfox.com,Usama Khalid,Official website founder-role or founded-by evidence,,https://checklistfox.com; https://www.producthunt.com/products/checklistfox,https://checklistfox.com/contact; https://checklistfox.com/about,No qualifying public business/contact email was found on the crawled official-site pages.
CentryAI,2026-7-4,https://www.producthunt.com/products/centryai,https://centryai.app,EMRE YILMAZ,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/centryai,https://centryai.app/support,No qualifying public business/contact email was found on the crawled official-site pages.
Termi Protocol,2026-7-4,https://www.producthunt.com/products/termi-protocol,https://termiprotocol.com,Eric Omer Ercan,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/termi-protocol,https://termiprotocol.com/contact; https://termiprotocol.com/contact-us; https://termiprotocol.com/about; https://termiprotocol.com/about-us; https://termiprotocol.com/team; https://termiprotocol.com/company; https://termiprotocol.com/support; https://termiprotocol.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
Qik Office,2026-7-4,https://www.producthunt.com/products/qik-office,https://qikoffice.com,Revathi Shree; Gunal Prasad; Kausik Devanathan,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/qik-office,https://qikoffice.com/contact; https://qikoffice.com/contact-us; https://qikoffice.com/about; https://qikoffice.com/about-us; https://qikoffice.com/team; https://qikoffice.com/company; https://qikoffice.com/support; https://qikoffice.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
